date,long_return,short_return,spread,hit_rate,n_long,n_short
2020-11-20,0.08227387392063577,0.07242027447346645,0.00985359944716932,0.8409090909090909,44,41
2020-11-23,0.0967792945302156,0.08400014033328587,0.012779154196929723,0.8863636363636364,44,41
2020-11-24,0.09408679483520423,0.08064490039461832,0.013441894440585911,0.9318181818181818,44,41
2020-11-25,0.11819397605658405,0.11494049056824197,0.0032534854883420755,0.9318181818181818,44,41
2020-11-26,0.1075654285250678,0.1193304623946692,-0.011765033869601399,0.9545454545454546,44,41
2020-11-27,0.09628718611079083,0.10130908673152535,-0.005021900620734515,0.8863636363636364,44,41
2020-12-01,0.061037974927286305,0.09634841077542991,-0.035310435848143605,0.7551020408163265,49,44
2020-12-02,0.05337684676827033,0.10072979798347906,-0.04735295121520873,0.7551020408163265,49,44
2020-12-03,0.05512175729772085,0.10575789952599103,-0.05063614222827018,0.7346938775510204,49,44
2020-12-04,0.05769041760727872,0.10304847068885102,-0.0453580530815723,0.7551020408163265,49,44
2020-12-07,0.048576506840558115,0.07940124951336498,-0.030824742672806868,0.7142857142857143,49,44
2020-12-08,0.059294412517268844,0.08029733145615085,-0.02100291893888201,0.7755102040816326,49,44
2020-12-09,0.0760799116780602,0.07697650211294536,-0.0008965904348851583,0.7959183673469388,49,44
2020-12-10,0.0814307517856124,0.08473481531979331,-0.003304063534180904,0.7959183673469388,49,44
2020-12-11,0.08398318684337167,0.08317158702460227,0.0008115998187693957,0.8163265306122449,49,44
2020-12-14,0.07906724178962615,0.06600382874768683,0.013063413041939323,0.7346938775510204,49,44
2020-12-15,0.08073153144191084,0.06602056409310463,0.014710967348806211,0.7959183673469388,49,44
2020-12-16,0.06301915926100421,0.04546562475596905,0.017553534505035162,0.6938775510204082,49,44
2020-12-17,0.04837498080942985,0.022585709157494714,0.025789271651935133,0.6326530612244898,49,44
2020-12-18,0.06525849472212304,0.05528455668061987,0.00997393804150317,0.7142857142857143,49,44
2020-12-21,0.11367756522924856,0.1296147085875084,-0.01593714335825984,0.8775510204081632,49,44
2020-12-22,0.09989118997039133,0.11079869756749,-0.010907507597098673,0.8571428571428571,49,44
2020-12-23,0.06483293935675671,0.060710774359811,0.004122164996945711,0.7142857142857143,49,44
2020-12-24,0.046964440696779734,0.04179402222541946,0.005170418471360273,0.673469387755102,49,44
2020-12-28,0.024420822119616294,0.020131653602868362,0.004289168516747932,0.5102040816326531,49,44
2020-12-29,0.023759343311801507,0.005404452129624993,0.018354891182176515,0.5306122448979592,49,44
2020-12-30,0.0035845750102905974,0.0010958098472591056,0.0024887651630314915,0.3877551020408163,49,44
2020-12-31,0.021272005650342304,0.036123181454225266,-0.014851175803882961,0.4897959183673469,49,44
2021-01-01,0.04275667873016766,0.02502701071639994,0.01772966801376772,0.5869565217391305,46,43
2021-01-04,0.04648723767399467,0.016702351679773023,0.02978488599422165,0.5217391304347826,46,43
2021-01-05,0.046913484951464524,0.03236580886731778,0.01454767608414674,0.5652173913043478,46,43
2021-01-06,0.04560334758120538,0.03186502038640799,0.013738327194797388,0.6086956521739131,46,43
2021-01-07,0.04775489351397609,0.029491102156533767,0.018263791357442324,0.6086956521739131,46,43
2021-01-08,0.04473001294696386,0.0017643913777192165,0.04296562156924465,0.5434782608695652,46,43
2021-01-11,0.0574986453584526,0.001109469664094606,0.056389175694357994,0.6086956521739131,46,43
2021-01-12,0.07154488465339978,-0.015330558682722647,0.08687544333612243,0.6521739130434783,46,43
2021-01-13,0.07472924603974439,-0.014169538870415865,0.08889878491016025,0.7608695652173914,46,43
2021-01-14,0.07887328381744166,-0.004529246273882859,0.08340253009132452,0.6956521739130435,46,43
2021-01-15,0.0945331490617539,0.017232730598660442,0.07730041846309346,0.6956521739130435,46,43
2021-01-18,0.10888046865690883,0.05918111699242496,0.049699351664483866,0.6956521739130435,46,43
2021-01-19,0.09651290569436391,0.06021535651240467,0.03629754918195924,0.6521739130434783,46,43
2021-01-20,0.07799828623980068,0.03269451381371837,0.04530377242608231,0.6086956521739131,46,43
2021-01-21,0.08286235528887297,0.02210676348706525,0.060755591801807715,0.6086956521739131,46,43
2021-01-22,0.10811594468384446,0.05279333467315951,0.05532261001068495,0.6739130434782609,46,43
